ConsolidatedID;FirstName;LastName;CellPhoneNumber;DateOfBirth;Nationality;SIMActivationDate;SourceSystemName;IsMasterRecord;Location;CreatedDate;ModifiedDate
192;Teresa;Walsh;27758744686;;South African;2025/04/29;ArrowMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
193;Mthokozisi;Mthethwa;27758901102;;South African;2024/01/10;ArrowMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
194;Thabisa;Mgcaleka;27760632550;;South African;2025/03/28;ArrowMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
195;Londisizwe;Ndaba;27761389488;;South African;2024/07/21;ArrowMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
196;Thabisile;Mdaka;27761598472;;South African;2023/10/05;ArrowMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
197;Melanie;Bell;27762338119;;South African;2024/07/18;ArrowMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
198;Joshua;Lewis;27763735255;;South African;2024/01/24;ArrowMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
199;Busisiwe;Mzulwini;27764364545;;South African;2024/02/07;ArrowMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
200;Mnqobi;Dlamane;27765569160;;South African;2025/03/08;ArrowMobile;FALSE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
201;Alexander;Le;27766354480;;South African;2025/04/13;ArrowMobile;TRUE;Krugersdorp;2025/08/11 13:33;2025/08/11 13:33
202;Duncan;Humphries;27767399287;;South African;2024/06/16;ArrowMobile;FALSE;Vereeniging;2025/08/11 13:33;2025/08/11 13:33
203;Erica;Mcclain;27767632849;;South African;2024/09/09;ArrowMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
204;Mohammad;Smith;27767843485;;South African;2025/02/28;ArrowMobile;TRUE;Klerksdorp;2025/08/11 13:33;2025/08/11 13:33
205;Thembisile;Shelembe;27768158896;;South African;2023/07/22;ArrowMobile;FALSE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
206;Bhekokwakhe;Mbatha;27769031933;;South African;2025/06/06;ArrowMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
207;Linda;Morales;27769652162;;South African;2024/10/29;ArrowMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
208;Thando;Ndlela;27770945460;;South African;2024/07/27;ArrowMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
209;Danielle;Rodriguez;27771177580;;South African;2024/09/07;ArrowMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
210;Kathryn;Ryan;27771477596;;South African;2024/06/21;ArrowMobile;TRUE;West Rand;2025/08/11 13:33;2025/08/11 13:33
211;Shawn;Flowers;27771920365;;South African;2024/12/27;ArrowMobile;TRUE;East London;2025/08/11 13:33;2025/08/11 13:33
212;Mcebisi;Khosini;27774163254;;South African;2025/02/15;ArrowMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
213;SimphiweyiNkosi;Dlambula;27775270396;;South African;2023/07/26;ArrowMobile;TRUE;Pretoria;2025/08/11 13:33;2025/08/11 13:33
214;Thando;Mavundla;27775640687;;South African;2024/05/05;ArrowMobile;TRUE;Port Elizabeth;2025/08/11 13:33;2025/08/11 13:33
215;Zenzile;Phuthini;27776328452;;South African;2024/04/29;ArrowMobile;TRUE;Uitenhage;2025/08/11 13:33;2025/08/11 13:33
216;Bandile;Nkwanyana;27776874455;;South African;2024/04/29;ArrowMobile;TRUE;Pretoria;2025/08/11 13:33;2025/08/11 13:33
217;Wanda;Santos;27777937454;;South African;2024/09/18;ArrowMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
218;Karen;Carter;27779152086;;South African;2025/01/13;ArrowMobile;FALSE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
219;Bhekokwakhe;Mafobo;27779545098;;South African;2024/04/16;ArrowMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
220;Amahle;Mbhobho;27780348072;;South African;2024/01/15;ArrowMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
221;Zenzile;Phuthini;27781238778;;South African;2023/10/20;ArrowMobile;TRUE;Bloemfontein;2025/08/11 13:33;2025/08/11 13:33
222;Nobantu;Mlondo;27782940238;;South African;2025/03/26;ArrowMobile;TRUE;Boksburg;2025/08/11 13:33;2025/08/11 13:33
223;Andile;Thumbela;27784301965;;South African;2023/10/27;ArrowMobile;TRUE;Soshanguve;2025/08/11 13:33;2025/08/11 13:33
224;Khanyisile;Mthethwa;27786671547;;South African;2023/12/27;ArrowMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
225;Kathleen;Romero;27787356407;;South African;2024/07/18;ArrowMobile;TRUE;West Rand;2025/08/11 13:33;2025/08/11 13:33
226;Daniel;Burton;27789209708;;South African;2024/02/05;ArrowMobile;FALSE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
227;Amy;Robinson;27789793342;;South African;2023/10/25;ArrowMobile;TRUE;Pietermaritzburg;2025/08/11 13:33;2025/08/11 13:33
228;Zibuyile;Ndlandla;27790022877;;South African;2024/06/07;ArrowMobile;TRUE;Vereeniging;2025/08/11 13:33;2025/08/11 13:33
229;Nhlanhla;Nhlane;27790681902;;South African;2024/10/28;ArrowMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
230;Dumisile;Mazwi;27790892604;;South African;2025/04/23;ArrowMobile;TRUE;Bloemfontein;2025/08/11 13:33;2025/08/11 13:33
231;Vusumuzi;Bhovungana;27791653270;;South African;2025/01/25;ArrowMobile;TRUE;Polokwane;2025/08/11 13:33;2025/08/11 13:33
232;Mthokozisi;Kubheka;27792273093;;South African;2025/02/04;ArrowMobile;TRUE;Soshanguve;2025/08/11 13:33;2025/08/11 13:33
233;Nhlanhla;Shandu;27792936129;;South African;2025/04/06;ArrowMobile;TRUE;Newcastle;2025/08/11 13:33;2025/08/11 13:33
234;Thabisile;Khuzwayo;27795199855;;South African;2025/01/07;ArrowMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
235;SimphiweyiNkosi;Mahlinza;27796004479;;South African;2024/10/28;ArrowMobile;TRUE;Nelspruit;2025/08/11 13:33;2025/08/11 13:33
236;Thandazile;Fakude;27796664125;;South African;2024/06/26;ArrowMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
237;Bhekokwakhe;Dwala;27797256727;;South African;2024/09/21;ArrowMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
238;Veronica;Bowman;27798290960;;South African;2024/07/27;ArrowMobile;FALSE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
239;Jeffrey;Morgan;27798562157;;South African;2024/07/24;ArrowMobile;TRUE;Krugersdorp;2025/08/11 13:33;2025/08/11 13:33
240;Gerald;Bailey;27799314934;;South African;2023/11/15;ArrowMobile;TRUE;Soshanguve;2025/08/11 13:33;2025/08/11 13:33
241;Sithembiso;Mvubu;27799933613;;South African;2024/09/29;ArrowMobile;TRUE;Benoni;2025/08/11 13:33;2025/08/11 13:33
242;Roger;Pritchard;27700408017;1998/12/17;South African;2024/12/23;BlueMobile;TRUE;Port Elizabeth;2025/08/11 13:33;2025/08/11 13:33
243;Johw;Tran;27704465602;2003/09/22;South African;2024/09/08;BlueMobile;TRUE;Tshwane;2025/08/11 13:33;2025/08/11 13:33
244;Sithembiso;Sabelo;27700498064;1961/01/02;South African;2023/10/05;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
245;Linda;Mellor;27708030287;1987/07/16;South African;2024/05/12;BlueMobile;FALSE;eThekwini;2025/08/11 13:33;2025/08/11 13:33
246;Thabani;Phewa;27700536653;1960/10/20;South African;2025/06/03;BlueMobile;TRUE;Soshanguve;2025/08/11 13:33;2025/08/11 13:33
247;Erin;Carlson;27701422836;1965/10/10;South African;2024/10/09;BlueMobile;TRUE;Soshanguve;2025/08/11 13:33;2025/08/11 13:33
248;Margaret;Wright;27702126483;1971/06/11;South African;2023/11/22;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
249;Bandile;Kweyama;27702983213;2002/08/18;South African;2024/02/26;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
250;Nomasonto;Ndandali;27703402404;1970/10/25;South African;2024/02/05;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
251;Jill;Young;27704552601;1990/09/09;South African;2025/02/24;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
252;Thabisile;Mtolo;27705295490;1984/02/22;South African;2025/01/24;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
253;Zinhle;Dumisa;27705781665;1980/03/05;South African;2023/09/29;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
254;Nozizwe;Hlela;27706347171;2006/02/21;South African;2024/09/29;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
255;Siphesihle;Dinabantu;27706908401;2005/11/10;South African;2025/01/02;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
256;Thembile;Madonsela;27707578628;1941/04/17;South African;2024/09/29;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
257;Sihawukele;Shoyisa;27708162164;1956/04/01;South African;2024/08/29;BlueMobile;TRUE;Port Elizabeth;2025/08/11 13:33;2025/08/11 13:33
258;Mlungisi;Ndwandwe;27709138730;1968/12/03;South African;2023/11/28;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
259;Eric;Collins;27709654582;1941/01/08;South African;2023/10/25;BlueMobile;TRUE;Kimberley;2025/08/11 13:33;2025/08/11 13:33
260;Ross;Silva;27710361466;1964/03/23;South African;2024/09/23;BlueMobile;TRUE;East London;2025/08/11 13:33;2025/08/11 13:33
261;Vusumuzi;Maphindela;27711312486;1974/04/07;South African;2023/09/14;BlueMobile;TRUE;Port Elizabeth;2025/08/11 13:33;2025/08/11 13:33
262;Mitt;Clark;27711572067;1957/04/10;South African;2024/10/04;BlueMobile;FALSE;Polokwane;2025/08/11 13:33;2025/08/11 13:33
263;Ndumiso;Mkhumbuzi;27712113164;1986/05/17;South African;2023/12/17;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
264;Ndumiso;Mkhumbuzi;27712113164;1986/05/17;South African;2023/12/17;BlueMobile;FALSE;East Rand;2025/08/11 13:33;2025/08/11 13:33
265;Nicole;Potter;27712385865;1991/11/23;South African;2024/11/23;BlueMobile;TRUE;Pretoria;2025/08/11 13:33;2025/08/11 13:33
266;Amahle;Mdlanyoka;27712488797;2004/12/01;South African;2024/03/07;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
267;Mandla;Ngobisi;27712755488;1963/06/27;South African;2023/09/07;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
268;Manp;Ngobisi;27712755488;1963/06/27;South African;2023/09/07;BlueMobile;FALSE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
269;Julo;Howard;27713173581;1944/03/06;South African;2025/05/13;BlueMobile;FALSE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
270;Thuthukile;Mawewe;27714185136;1996/06/25;South African;2025/04/15;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
271;Sandile;Ndonga;27715586306;1958/10/07;South African;2024/04/01;BlueMobile;FALSE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
272;Sandile;Ndonga;27715586306;1958/10/07;South African;2024/04/01;BlueMobile;FALSE;Kaapstad;2025/08/11 13:33;2025/08/11 13:33
273;Timothy;Davies;27715983327;2000/04/21;South African;2024/10/06;BlueMobile;TRUE;Pretoria;2025/08/11 13:33;2025/08/11 13:33
274;John;Ford;27717286902;1957/12/17;South African;2024/12/31;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
275;Thembisile;Majola;27718061525;1966/10/16;South African;2025/06/03;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
276;Gemma;Ferguson;27718983643;1959/07/17;South African;2025/03/05;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
277;Nomathalente;Phingoshe;27719396045;1958/07/20;South African;2023/12/11;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
278;Nomu;Phingoshe;27719396045;1958/07/20;South African;2023/12/11;BlueMobile;FALSE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
279;Ndumiso;Dinangwe;27719961318;1979/08/17;South African;2024/01/23;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
280;Mnqo;Hlongwane;27720029924;1974/07/31;South African;2024/05/28;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
281;SimphiweyiNkosi;Sikobi;27720125760;2002/07/03;South African;2024/06/19;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
282;Sihawukele;Ndawo;27720593040;1990/05/06;South African;2024/06/18;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
283;Sandra;Sellers;27720714523;1980/05/07;South African;2024/06/30;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
284;Tomy;Warner;27721198397;1965/06/12;South African;2025/02/06;BlueMobile;TRUE;Klerksdorp;2025/08/11 13:33;2025/08/11 13:33
285;Janice;Hopkins;27721340588;1968/04/20;South African;2023/12/22;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
286;Nomathalente;Gubhuza;27721345908;1950/10/18;South African;2024/04/26;BlueMobile;TRUE;Kaapstad;2025/08/11 13:33;2025/08/11 13:33
287;Silondile;Khubisa;27722330476;1979/10/10;South African;2023/09/05;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
288;Katy;Smith;27722745553;1985/02/11;South African;2024/05/26;BlueMobile;TRUE;Gqeberha;2025/08/11 13:33;2025/08/11 13:33
289;Lwandile;Msane;27722747624;1995/07/08;South African;2024/04/20;BlueMobile;FALSE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
290;Lwandile;Msane;27722747624;1995/08/07;South African;2024/04/20;BlueMobile;FALSE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
291;Lynda;Davison;27723131974;1954/01/02;South African;2024/07/08;BlueMobile;TRUE;Soshanguve;2025/08/11 13:33;2025/08/11 13:33
292;Danielle;Johnson;27724493478;1958/04/22;South African;2024/02/05;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
293;Thandazile;Gcaba;27725138892;1963/02/12;South African;2025/05/08;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
294;Nomy;Ntshingila;27725463719;1959/09/17;South African;2024/02/15;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
295;Thembekile;Gubhuza;27726147995;1955/03/04;South African;2024/11/09;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
296;Vanessa;Brooks;27726176224;1969/05/28;South African;2025/05/28;BlueMobile;TRUE;Kaapstad;2025/08/11 13:33;2025/08/11 13:33
297;Zenzile;Dindi;27726606265;1961/10/15;South African;2025/03/27;BlueMobile;TRUE;Welkom;2025/08/11 13:33;2025/08/11 13:33
298;Nozizwe;Mngwengwe;27728019757;1976/04/14;South African;2024/09/19;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
299;Janw;Williams;27728547628;1955/06/02;South African;2023/12/05;BlueMobile;TRUE;Springs;2025/08/11 13:33;2025/08/11 13:33
300;Simphiwe;Msamkhulu;27728744137;1979/08/20;South African;2024/05/04;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
301;Debra;Smith;27729603611;1977/03/28;South African;2024/03/08;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
302;S'fiso;Galu;27729733969;1948/04/06;South African;2024/10/02;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
303;Anna;Baker;27729820192;1979/05/16;South African;2024/02/27;BlueMobile;FALSE;Durban;2025/08/11 13:33;2025/08/11 13:33
304;Anna;Baker;27729820192;1979/05/16;South African;2024/02/27;BlueMobile;FALSE;eThekwini;2025/08/11 13:33;2025/08/11 13:33
305;Brian;Thomas;27730008139;1955/02/06;South African;2023/12/13;BlueMobile;TRUE;East London;2025/08/11 13:33;2025/08/11 13:33
306;Joshua;Booth;27730744349;1991/03/25;South African;2024/05/31;BlueMobile;FALSE;Kaapstad;2025/08/11 13:33;2025/08/11 13:33
307;Anna;Baldwin;27732183258;1987/04/26;South African;2025/02/05;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
308;Clare;Wilkins;27732960859;1949/02/03;South African;2024/06/21;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
309;Musp;Nodlomo;27733191788;1999/10/20;South African;2025/06/01;BlueMobile;FALSE;Soshanguve;2025/08/11 13:33;2025/08/11 13:33
310;Douglas;Taylor;27734401930;1990/04/15;South African;2024/01/09;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
311;Lonw;Ximba;27734512854;1992/05/25;South African;2025/01/01;BlueMobile;TRUE;East London;2025/08/11 13:33;2025/08/11 13:33
312;Thembekile;Magononde;27734580420;1993/06/29;South African;2025/01/25;BlueMobile;TRUE;Bloemfontein;2025/08/11 13:33;2025/08/11 13:33
313;Nomcebo;Ngobisi;27734810654;2003/08/01;South African;2023/10/11;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
314;Nhlanhla;Ngazitha;27735555294;1971/12/08;South African;2024/09/09;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
315;Thabani;Mavela;27736685370;1965/01/13;South African;2024/05/03;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
316;Thembile;Mahlinza;27737391314;1981/01/12;South African;2023/09/26;BlueMobile;TRUE;Rustenburg;2025/08/11 13:33;2025/08/11 13:33
317;Katy;Jones;27738285947;1977/01/02;South African;2024/08/13;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
318;Mthokozisi;Ximba;27738452446;1998/10/12;South African;2025/03/08;BlueMobile;FALSE;Pretoria;2025/08/11 13:33;2025/08/11 13:33
319;Marcus;Page;27739163904;1991/06/11;South African;2025/06/05;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
320;Thomas;Pierce;27739579306;1957/08/18;South African;2024/05/24;BlueMobile;FALSE;Springs;2025/08/11 13:33;2025/08/11 13:33
321;Thow;Pierce;27739579306;1957/08/18;South African;2024/05/24;BlueMobile;FALSE;Springs;2025/08/11 13:33;2025/08/11 13:33
322;Kimberly;Perez;27739590700;1941/10/10;South African;2024/10/27;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
323;Nkazimulo;Mnyoni;27740407777;1957/08/04;South African;2024/01/02;BlueMobile;TRUE;Benoni;2025/08/11 13:33;2025/08/11 13:33
324;Rita;Kaur;27740678513;1954/05/08;South African;2024/12/10;BlueMobile;TRUE;Egoli;2025/08/11 13:33;2025/08/11 13:33
325;Nhlanhla;Sibindi;27741042905;1999/07/14;South African;2023/12/24;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
326;Thae;Ngidi;27741562035;1994/03/09;South African;2023/10/21;BlueMobile;TRUE;Middelburg;2025/08/11 13:33;2025/08/11 13:33
327;Mandla;Njinji;27741797104;1998/03/28;South African;2023/08/11;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
328;Nothando;Shoyisa;27742020320;1943/12/04;South African;2025/05/03;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
329;Jabulani;Ngazitha;27743282991;1952/09/25;South African;2025/05/31;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
330;Jesse;Garcia;27744036820;1958/07/05;South African;2025/03/13;BlueMobile;TRUE;Klerksdorp;2025/08/11 13:33;2025/08/11 13:33
331;Londisizwe;Zikhungwini;27745481138;1997/04/19;South African;2024/06/05;BlueMobile;TRUE;Polokwane;2025/08/11 13:33;2025/08/11 13:33
332;Mthokozisi;Sithole;27746205845;1992/09/04;South African;2024/08/14;BlueMobile;TRUE;Boksburg;2025/08/11 13:33;2025/08/11 13:33
333;Sandile;Magononde;27746721111;1942/01/16;South African;2025/01/28;BlueMobile;TRUE;Springs;2025/08/11 13:33;2025/08/11 13:33
334;Angela;Chapman;27747092401;1940/01/30;South African;2024/11/04;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
335;Eric;Smith;27748057905;1988/09/23;South African;2025/04/02;BlueMobile;TRUE;West Rand;2025/08/11 13:33;2025/08/11 13:33
336;Kelly;Wilkinson;27749852120;2005/10/23;South African;2023/12/08;BlueMobile;TRUE;Pretoria;2025/08/11 13:33;2025/08/11 13:33
337;Mine;Mondise;27749895634;1955/06/04;South African;2025/02/16;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
338;Nomagugu;Khabalidaka;27749951541;1977/02/27;South African;2025/05/15;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
339;Thabisile;Gabhisa;27750688826;2000/08/09;South African;2023/09/30;BlueMobile;FALSE;Tshwane;2025/08/11 13:33;2025/08/11 13:33
340;Njai;Dumisa;27750711986;1952/01/29;South African;2023/08/05;BlueMobile;TRUE;Egoli;2025/08/11 13:33;2025/08/11 13:33
341;Nomathemba;Mgcaleka;27750818959;1946/01/04;South African;2024/07/17;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
342;Thandeka;Mncube;27753079529;1988/06/04;South African;2024/04/23;BlueMobile;TRUE;Polokwane;2025/08/11 13:33;2025/08/11 13:33
343;Kathleen;John;27753445274;1949/12/28;South African;2023/09/17;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
344;Chep;Ryan;27753625790;1983/10/25;South African;2023/11/02;BlueMobile;TRUE;Boksburg;2025/08/11 13:33;2025/08/11 13:33
345;Zinhle;Mzileni;27753729547;1984/12/22;South African;2024/12/04;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
346;Zenzele;Njinji;27755026696;2006/08/20;South African;2025/04/25;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
347;Trevor;Campos;27755830723;1998/03/10;South African;2024/07/29;BlueMobile;FALSE;Egoli;2025/08/11 13:33;2025/08/11 13:33
348;Nozizwe;Mzizi;27756849299;2001/03/14;South African;2023/09/13;BlueMobile;TRUE;Bloemfontein;2025/08/11 13:33;2025/08/11 13:33
349;Thembeka;Mchunu;27757311186;2007/05/18;South African;2024/02/17;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
350;Thandiwe;Ndlangamandla;27758622777;1975/08/02;South African;2025/06/08;BlueMobile;TRUE;West Rand;2025/08/11 13:33;2025/08/11 13:33
351;Sihawukele;Vundla;27758773144;1948/02/24;South African;2023/09/09;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
352;Marc;Edwards;27759434978;1966/09/29;South African;2024/09/10;BlueMobile;TRUE;Pretoria;2025/08/11 13:33;2025/08/11 13:33
353;Maro;Edwards;27759434978;1966/09/29;South African;2024/09/10;BlueMobile;FALSE;Pretoria;2025/08/11 13:33;2025/08/11 13:33
354;Nonjabulo;Mzileni;27759967153;1996/05/08;South African;2025/06/08;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
355;Louis;Morris;27761164231;1976/04/08;South African;2024/08/13;BlueMobile;TRUE;Pretoria;2025/08/11 13:33;2025/08/11 13:33
356;Linda;Wolfe;27761477359;1962/09/29;South African;2024/08/16;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
357;Andile;Nowanqa;27761935085;1959/02/12;South African;2023/11/19;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
358;Khanyisile;Mpumuza;27763379489;1954/10/05;South African;2024/08/08;BlueMobile;TRUE;Pretoria;2025/08/11 13:33;2025/08/11 13:33
359;Zenzile;Mgwaba;27764351821;1964/05/17;South African;2023/11/26;BlueMobile;TRUE;Welkom;2025/08/11 13:33;2025/08/11 13:33
360;Nobuhle;Mbembe;27765054595;1964/10/12;South African;2023/12/22;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
361;Mnqw;Dlamane;27765569160;1994/08/03;South African;2025/03/08;BlueMobile;TRUE;East Rand;2025/08/11 13:33;2025/08/11 13:33
362;Kayleigh;Burns;27766307074;1983/01/27;South African;2023/07/23;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
363;Rhys;Davies;27767240786;1987/05/08;South African;2025/05/04;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
364;Dunw;Humphries;27767399287;1965/05/31;South African;2024/06/16;BlueMobile;TRUE;Vereeniging;2025/08/11 13:33;2025/08/11 13:33
365;Mthokozisi;Myeni;27767578966;1952/08/17;South African;2024/01/15;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
366;Thembile;Nkundlande;27767768686;1973/12/26;South African;2024/02/08;BlueMobile;TRUE;Benoni;2025/08/11 13:33;2025/08/11 13:33
367;Jeffrey;Nguyen;27768138021;1991/11/16;South African;2024/01/09;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
368;Thembisile;Shelembe;27768158896;1947/08/03;South African;2023/07/22;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
369;Jeffery;Wagner;27768741126;1941/05/25;South African;2024/04/28;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
370;Kirt;May;27769640012;1945/06/02;South African;2024/12/16;BlueMobile;FALSE;Port Elizabeth;2025/08/11 13:33;2025/08/11 13:33
371;Nomr;Hlomuka;27770570082;2004/02/29;South African;2023/09/10;BlueMobile;FALSE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
372;Lwandile;Mhlanga;27770953276;1989/08/28;South African;2023/07/20;BlueMobile;TRUE;West Rand;2025/08/11 13:33;2025/08/11 13:33
373;Ndumiso;Ngidi;27771440865;1950/03/04;South African;2023/07/24;BlueMobile;TRUE;Vereeniging;2025/08/11 13:33;2025/08/11 13:33
374;Nomthandazo;Ngema;27771918275;1942/08/04;South African;2025/04/16;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
375;Linda;Shaw;27774160565;1996/03/09;South African;2024/10/07;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
376;Brandon;Jones;27775025294;1947/03/16;South African;2023/11/24;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
377;Bhekisisa;Khubisa;27775593486;1994/07/17;South African;2024/08/09;BlueMobile;TRUE;Vereeniging;2025/08/11 13:33;2025/08/11 13:33
