RecordID;MSISDN;UsageEventDateTime;UsageEventCityID;UsageEventTypeID;UsageEventTrackingQuantity;UsageEventTrackingUnit;UsageEventBillingQuantity;UsageEventBillingUnit;UsageEventRevenue
980;27765054595;2025/07/16 21:27;25;5;140;seconds;140;seconds;5,6
981;27729448431;2025/07/16 15:57;14;8;154;seconds;154;seconds;20,02
982;27714185136;2025/07/14 06:16;33;3;275;seconds;5;minutes;6,4
983;27789600650;2025/07/17 00:27;10;1;145;MBs;145;MBs;14,5
984;27771583203;2025/07/16 03:57;35;6;45;SMSs;45;SMSs;22,95
985;27743282991;2025/07/19 04:47;12;1;178;MBs;178;MBs;21,36
986;27781238778;2025/07/17 06:26;5;8;56;seconds;56;seconds;11,2
987;27726606265;2025/07/18 13:40;29;1;114;MBs;114;MBs;21,66
988;27782561720;2025/07/17 14:13;33;1;138;MBs;138;MBs;15,18
989;27746332321;2025/07/15 22:13;10;2;238;MBs;238;MBs;78,54
990;27767240786;2025/07/18 14:01;33;5;43;seconds;43;seconds;1,29
991;27704465602;2025/07/18 09:39;13;5;73;seconds;73;seconds;3,65
992;27767768686;2025/07/18 10:28;8;5;17;seconds;17;seconds;0,51
993;27724493478;2025/07/19 21:15;11;5;93;seconds;93;seconds;1,86
994;27712113164;2025/07/14 11:50;34;1;20;MBs;20;MBs;3,6
995;27702088773;2025/07/19 01:53;14;1;133;MBs;133;MBs;18,62
996;27790250774;2025/07/16 00:29;31;5;78;seconds;78;seconds;4,68
997;27783581201;2025/07/14 01:56;19;3;110;seconds;2;minutes;2,76
998;27753131305;2025/07/18 00:18;8;1;42;MBs;42;MBs;6,72
999;27709188166;2025/07/18 15:03;1;8;281;seconds;281;seconds;47,77
1000;27775270396;2025/07/14 05:34;14;1;59;MBs;59;MBs;11,8
1001;27724778385;2025/07/18 17:03;11;1;214;MBs;214;MBs;38,52
1002;27789793342;2025/07/17 05:06;21;1;173;MBs;173;MBs;32,87
1003;27783581201;2025/07/17 07:40;19;5;86;seconds;86;seconds;2,58
1004;27709654582;2025/07/18 09:28;31;1;120;MBs;120;MBs;12
1005;27749951541;2025/07/14 17:29;11;5;41;seconds;41;seconds;0,82
1006;27743941564;2025/07/14 02:28;19;1;233;MBs;233;MBs;25,63
1007;27747009358;2025/07/16 16:02;33;1;248;MBs;248;MBs;42,16
1008;27703678152;2025/07/17 15:30;11;1;55;MBs;55;MBs;7,7
1009;27782561720;2025/07/15 04:13;33;8;100;seconds;100;seconds;10
1010;27727246392;2025/07/16 09:56;20;2;122;MBs;122;MBs;39,04
1011;27731726871;2025/07/18 12:06;2;8;92;seconds;92;seconds;13,8
1012;27706347171;2025/07/19 01:45;7;7;131;seconds;3;minutes;2,16
1013;27753445274;2025/07/15 10:39;10;1;6;MBs;6;MBs;0,96
1014;27734762586;2025/07/19 09:26;19;5;252;seconds;252;seconds;12,6
1015;27734580420;2025/07/19 12:54;6;3;293;seconds;5;minutes;6,45
1016;27722745553;2025/07/15 01:24;2;1;98;MBs;98;MBs;9,8
1017;27704753382;2025/07/17 09:48;1;5;101;seconds;101;seconds;5,05
1018;27730210420;2025/07/14 10:34;10;8;140;seconds;140;seconds;23,8
1019;27739163904;2025/07/18 07:06;19;8;165;seconds;165;seconds;29,7
1020;27718136627;2025/07/19 18:03;8;8;25;seconds;25;seconds;4,25
1021;27734580420;2025/07/18 22:17;4;5;56;seconds;56;seconds;2,8
1022;27729675831;2025/07/18 21:58;18;5;173;seconds;173;seconds;6,92
1023;27708208823;2025/07/17 23:48;33;8;6;seconds;6;seconds;0,96
1024;27706327368;2025/07/17 14:47;14;5;243;seconds;243;seconds;12,15
1025;27787356407;2025/07/14 21:32;14;1;192;MBs;192;MBs;36,48
1026;27727400477;2025/07/16 04:16;14;1;282;MBs;282;MBs;42,3
1027;27719961318;2025/07/18 01:24;10;5;113;seconds;113;seconds;4,52
1028;27706327368;2025/07/16 17:53;14;5;226;seconds;226;seconds;11,3
1029;27765054595;2025/07/14 21:53;8;4;297;seconds;5;minutes;3,55
1030;27714005115;2025/07/17 13:49;2;4;253;seconds;5;minutes;4,65
1031;27704702209;2025/07/15 16:39;11;1;193;MBs;193;MBs;23,16
1032;27707724345;2025/07/17 06:08;19;4;142;seconds;3;minutes;2,49
1033;27786740905;2025/07/17 07:02;35;8;130;seconds;130;seconds;23,4
1034;27743417384;2025/07/16 12:30;35;5;61;seconds;61;seconds;2,44
1035;27713173581;2025/07/19 11:11;10;5;28;seconds;28;seconds;1,12
1036;27720593040;2025/07/14 09:44;28;1;104;MBs;104;MBs;17,68
1037;27706833765;2025/07/15 06:36;27;3;157;seconds;3;minutes;1,92
1038;27702126483;2025/07/17 19:36;35;1;229;MBs;229;MBs;20,61
1039;27723956054;2025/07/16 19:52;4;6;182;SMSs;182;SMSs;107,38
1040;27757311186;2025/07/19 20:48;33;6;32;SMSs;32;SMSs;19,2
1041;27776010419;2025/07/14 08:08;11;6;222;SMSs;222;SMSs;144,3
1042;27754088048;2025/07/18 08:11;26;1;59;MBs;59;MBs;10,62
1043;27712305098;2025/07/19 11:17;12;3;102;seconds;2;minutes;2,64
1044;27777008770;2025/07/14 19:25;16;5;283;seconds;283;seconds;16,98
1045;27722745553;2025/07/16 12:08;3;3;88;seconds;2;minutes;2,74
1046;27703678152;2025/07/17 05:25;10;1;220;MBs;220;MBs;26,4
1047;27769640012;2025/07/17 13:16;34;1;38;MBs;38;MBs;6,84
1048;27704552601;2025/07/18 15:33;11;1;239;MBs;239;MBs;40,63
1049;27731726871;2025/07/18 14:27;33;5;120;seconds;120;seconds;6
1050;27789209708;2025/07/18 10:19;12;1;197;MBs;197;MBs;35,46
1051;27740348711;2025/07/17 05:14;19;1;74;MBs;74;MBs;13,32
1052;27790732780;2025/07/19 20:06;14;5;29;seconds;29;seconds;0,58
1053;27744146237;2025/07/16 22:18;19;1;129;MBs;129;MBs;16,77
1054;27711312486;2025/07/16 09:33;34;1;237;MBs;237;MBs;21,33
1055;27767632849;2025/07/16 08:39;10;7;241;seconds;5;minutes;4,1
1056;27765030894;2025/07/14 20:15;6;1;163;MBs;163;MBs;32,6
1057;27767399287;2025/07/14 20:32;17;5;47;seconds;47;seconds;1,88
1058;27795728959;2025/07/15 03:21;11;8;5;seconds;5;seconds;0,8
1059;27718061525;2025/07/15 02:56;33;8;189;seconds;189;seconds;22,68
1060;27799698904;2025/07/16 23:56;14;1;31;MBs;31;MBs;5,58
1061;27761598472;2025/07/15 05:04;33;3;171;seconds;3;minutes;2,52
1062;27781311807;2025/07/14 23:59;11;5;174;seconds;174;seconds;10,44
1063;27700408017;2025/07/17 06:33;2;5;57;seconds;57;seconds;1,71
1064;27726176224;2025/07/18 06:27;8;5;99;seconds;99;seconds;4,95
1065;27759568476;2025/07/14 18:52;11;5;276;seconds;276;seconds;16,56
1066;27730744349;2025/07/19 23:21;33;4;210;seconds;4;minutes;3,04
1067;27739590700;2025/07/19 07:51;10;5;268;seconds;268;seconds;8,04
1068;27777008770;2025/07/16 00:12;8;2;238;MBs;238;MBs;83,3
1069;27726176224;2025/07/17 11:11;33;6;90;SMSs;90;SMSs;54,9
1070;27786671547;2025/07/14 15:47;5;1;41;MBs;41;MBs;4,51
1071;27789793342;2025/07/15 01:23;7;8;45;seconds;45;seconds;8,1
1072;27798562157;2025/07/16 08:18;11;8;262;seconds;262;seconds;36,68
1073;27789209708;2025/07/14 14:27;11;8;157;seconds;157;seconds;23,55
1074;27766307074;2025/07/15 05:45;35;1;227;MBs;227;MBs;31,78
1075;27786674547;2025/07/17 06:37;10;1;74;MBs;74;MBs;10,36
1076;27740027276;2025/07/18 14:17;11;5;60;seconds;60;seconds;1,2
1077;27718448667;2025/07/17 17:29;19;2;207;MBs;207;MBs;53,82
1078;27714185136;2025/07/16 20:05;33;1;14;MBs;14;MBs;2,24
1079;27729817295;2025/07/17 02:19;10;5;170;seconds;170;seconds;6,8
1080;27707724345;2025/07/17 18:21;22;1;71;MBs;71;MBs;9,94
1081;27724545371;2025/07/16 14:44;3;3;4;seconds;1;minutes;1,39
1082;27718136627;2025/07/15 03:57;8;5;259;seconds;259;seconds;10,36
1083;27751166645;2025/07/16 02:57;2;5;83;seconds;83;seconds;4,15
1084;27761598472;2025/07/14 23:52;33;9;96;SMSs;96;SMSs;74,88
1085;27750711986;2025/07/18 17:40;16;5;278;seconds;278;seconds;8,34
1086;27732183258;2025/07/14 23:22;11;5;276;seconds;276;seconds;8,28
1087;27728547628;2025/07/18 01:08;16;1;243;MBs;243;MBs;24,3
1088;27770570082;2025/07/17 03:24;8;5;229;seconds;229;seconds;4,58
1089;27736548736;2025/07/19 08:39;14;2;12;MBs;12;MBs;2,88
1090;27741562035;2025/07/19 20:01;25;3;86;seconds;2;minutes;2,26
1091;27743417384;2025/07/15 02:53;20;5;173;seconds;173;seconds;8,65
1092;27706833765;2025/07/16 15:34;16;8;269;seconds;269;seconds;32,28
1093;27733128243;2025/07/19 05:24;9;5;271;seconds;271;seconds;13,55
1094;27731726871;2025/07/15 06:38;33;2;253;MBs;253;MBs;58,19
1095;27767632849;2025/07/15 22:32;8;1;291;MBs;291;MBs;46,56
1096;27723956054;2025/07/14 10:19;4;8;89;seconds;89;seconds;9,79
1097;27792273093;2025/07/16 18:28;15;8;16;seconds;16;seconds;1,6
1098;27712488797;2025/07/19 11:48;33;5;43;seconds;43;seconds;1,29
1099;27738285947;2025/07/15 23:53;10;1;141;MBs;141;MBs;12,69
1100;27789810620;2025/07/19 13:47;20;5;214;seconds;214;seconds;8,56
1101;27743282991;2025/07/14 18:43;17;1;125;MBs;125;MBs;12,5
1102;27710091970;2025/07/16 15:36;35;5;237;seconds;237;seconds;14,22
1103;27760632550;2025/07/16 02:20;19;8;131;seconds;131;seconds;15,72
1104;27775640687;2025/07/18 11:18;3;5;298;seconds;298;seconds;5,96
1105;27742020320;2025/07/18 03:30;10;1;139;MBs;139;MBs;25,02
1106;27758744686;2025/07/17 07:26;35;1;39;MBs;39;MBs;7,02
1107;27737674304;2025/07/16 03:07;28;8;227;seconds;227;seconds;24,97
1108;27707578628;2025/07/17 23:20;21;8;147;seconds;147;seconds;19,11
1109;27701525711;2025/07/18 04:46;7;5;154;seconds;154;seconds;4,62
1110;27757073185;2025/07/18 03:46;25;1;52;MBs;52;MBs;6,24
1111;27703027009;2025/07/19 18:27;33;5;20;seconds;20;seconds;0,6
1112;27782561720;2025/07/14 10:56;35;5;182;seconds;182;seconds;7,28
1113;27768158896;2025/07/17 13:43;33;7;27;seconds;1;minutes;1,1
1114;27767399287;2025/07/18 07:42;17;2;126;MBs;126;MBs;44,1
1115;27766354480;2025/07/19 01:44;12;5;250;seconds;250;seconds;12,5
1116;27702088773;2025/07/17 22:42;14;5;37;seconds;37;seconds;1,48
1117;27739228461;2025/07/19 18:00;19;5;233;seconds;233;seconds;6,99
1118;27725463719;2025/07/15 09:01;21;1;151;MBs;151;MBs;25,67
1119;27718061525;2025/07/19 03:37;33;1;24;MBs;24;MBs;4,56
1120;27732960859;2025/07/16 21:08;33;5;148;seconds;148;seconds;4,44
1121;27753131305;2025/07/19 14:19;20;5;210;seconds;210;seconds;10,5
1122;27711513959;2025/07/19 13:32;18;3;1;seconds;1;minutes;1,12
1123;27778724103;2025/07/16 17:51;11;1;293;MBs;293;MBs;46,88
1124;27709050860;2025/07/14 08:30;2;5;32;seconds;32;seconds;0,64
1125;27795728959;2025/07/19 15:34;11;5;82;seconds;82;seconds;2,46
1126;27700408017;2025/07/19 13:39;34;2;144;MBs;144;MBs;51,84
1127;27728781369;2025/07/17 05:13;33;8;17;seconds;17;seconds;2,55
1128;27748023717;2025/07/19 11:26;17;1;146;MBs;146;MBs;16,06
1129;27757073185;2025/07/14 21:31;12;1;87;MBs;87;MBs;10,44
1130;27712488797;2025/07/15 16:02;35;4;209;seconds;4;minutes;2,88
1131;27743282991;2025/07/15 03:45;11;6;300;SMSs;300;SMSs;180
1132;27789810620;2025/07/16 08:05;10;8;131;seconds;131;seconds;22,27
1133;27777008770;2025/07/19 23:02;10;7;300;seconds;5;minutes;5,95
1134;27729603611;2025/07/14 08:38;35;5;218;seconds;218;seconds;10,9
1135;27714005115;2025/07/16 03:56;26;5;7;seconds;7;seconds;0,28
1136;27770953276;2025/07/19 19:33;17;5;199;seconds;199;seconds;5,97
1137;27796004479;2025/07/16 09:11;26;5;258;seconds;258;seconds;10,32
1138;27718448667;2025/07/15 10:45;21;8;236;seconds;236;seconds;42,48
1139;27761477359;2025/07/19 17:36;8;1;169;MBs;169;MBs;27,04
1140;27746545449;2025/07/14 17:03;14;7;42;seconds;1;minutes;0,99
1141;27716126226;2025/07/18 08:02;24;1;37;MBs;37;MBs;6,29
1142;27711513959;2025/07/16 02:01;18;1;88;MBs;88;MBs;14,96
1143;27761389488;2025/07/14 19:33;33;8;170;seconds;170;seconds;32,3
1144;27712385865;2025/07/18 00:23;14;1;86;MBs;86;MBs;11,18
1145;27706327368;2025/07/15 14:24;14;1;265;MBs;265;MBs;53
1146;27765569160;2025/07/19 13:31;8;1;270;MBs;270;MBs;27
1147;27744146237;2025/07/19 14:21;19;5;250;seconds;250;seconds;12,5
1148;27704702209;2025/07/15 06:17;9;5;39;seconds;39;seconds;1,95
1149;27751166645;2025/07/18 23:17;1;5;83;seconds;83;seconds;4,15
1150;27767639036;2025/07/14 03:46;15;8;197;seconds;197;seconds;23,64
1151;27718448667;2025/07/17 06:10;21;5;289;seconds;289;seconds;5,78
1152;27763379489;2025/07/19 01:03;14;4;51;seconds;1;minutes;0,65
1153;27740348711;2025/07/18 09:35;19;8;40;seconds;40;seconds;5,2
1154;27757293964;2025/07/14 08:49;9;5;179;seconds;179;seconds;5,37
1155;27703027009;2025/07/15 09:12;33;7;38;seconds;1;minutes;1,09
1156;27798562157;2025/07/17 03:35;29;7;47;seconds;1;minutes;0,69
1157;27733195138;2025/07/14 08:15;20;6;106;SMSs;106;SMSs;71,02
1158;27703320064;2025/07/15 18:12;2;1;3;MBs;3;MBs;0,48
1159;27748419705;2025/07/16 18:23;33;1;115;MBs;115;MBs;10,35
1160;27734580420;2025/07/17 22:11;4;1;33;MBs;33;MBs;5,28
1161;27711214656;2025/07/17 15:44;8;2;283;MBs;283;MBs;76,41
1162;27790732780;2025/07/19 12:57;14;8;170;seconds;170;seconds;18,7
1163;27767240786;2025/07/16 04:26;9;2;164;MBs;164;MBs;55,76
1164;27704465602;2025/07/18 17:23;13;6;57;SMSs;57;SMSs;33,06
1165;27707848987;2025/07/14 13:00;21;8;158;seconds;158;seconds;17,38
1166;27765569160;2025/07/18 10:29;10;8;163;seconds;163;seconds;29,34
1167;27729733969;2025/07/16 03:32;11;1;108;MBs;108;MBs;18,36
1168;27712755488;2025/07/14 03:52;11;3;246;seconds;5;minutes;3,85
1169;27761598472;2025/07/15 19:13;33;5;176;seconds;176;seconds;7,04
1170;27740678513;2025/07/15 00:50;11;1;151;MBs;151;MBs;27,18
1171;27736988792;2025/07/14 23:57;18;1;85;MBs;85;MBs;11,05
1172;27746984621;2025/07/15 02:35;33;8;79;seconds;79;seconds;12,64
1173;27779152086;2025/07/18 22:31;11;7;283;seconds;5;minutes;4,9
1174;27769640012;2025/07/15 03:18;34;8;202;seconds;202;seconds;36,36
1175;27750688826;2025/07/14 04:44;14;8;199;seconds;199;seconds;23,88
1176;27761465695;2025/07/19 09:37;18;5;103;seconds;103;seconds;6,18
1177;27727246392;2025/07/14 16:35;8;5;19;seconds;19;seconds;0,57
1178;27756759873;2025/07/19 09:34;20;1;205;MBs;205;MBs;36,9
1179;27733195138;2025/07/16 05:02;18;1;89;MBs;89;MBs;17,8
1180;27756759873;2025/07/18 07:11;4;1;113;MBs;113;MBs;14,69
1181;27747009358;2025/07/18 14:52;35;4;218;seconds;4;minutes;2
1182;27739228461;2025/07/17 04:05;19;5;188;seconds;188;seconds;7,52
1183;27747009358;2025/07/19 06:07;33;5;168;seconds;168;seconds;8,4
1184;27706374564;2025/07/18 06:02;9;5;35;seconds;35;seconds;1,4
1185;27733128243;2025/07/15 07:53;28;4;275;seconds;5;minutes;3,05
1186;27766591547;2025/07/18 14:04;21;1;168;MBs;168;MBs;13,44
1187;27779961344;2025/07/16 08:34;12;1;228;MBs;228;MBs;41,04
1188;27780348072;2025/07/16 06:51;35;8;283;seconds;283;seconds;50,94
1189;27761704638;2025/07/18 04:12;33;5;258;seconds;258;seconds;12,9
1190;27770953276;2025/07/15 11:41;18;4;113;seconds;2;minutes;1,82
1191;27705781665;2025/07/17 06:51;35;9;273;SMSs;273;SMSs;202,02
1192;27777782468;2025/07/17 01:58;8;5;223;seconds;223;seconds;8,92
1193;27770950073;2025/07/16 21:55;15;1;44;MBs;44;MBs;3,96
1194;27720029924;2025/07/17 18:43;33;5;114;seconds;114;seconds;5,7
1195;27788451269;2025/07/14 03:23;10;8;286;seconds;286;seconds;34,32
1196;27776715116;2025/07/15 18:29;1;3;267;seconds;5;minutes;3,85
1197;27774160565;2025/07/16 09:42;27;5;84;seconds;84;seconds;3,36
1198;27728019757;2025/07/18 16:56;10;8;163;seconds;163;seconds;24,45
1199;27743417384;2025/07/14 02:59;35;5;300;seconds;300;seconds;9
1200;27702126483;2025/07/15 06:51;33;1;45;MBs;45;MBs;8,55
1201;27705295490;2025/07/17 07:38;33;1;51;MBs;51;MBs;7,14
1202;27735045002;2025/07/14 15:18;18;1;203;MBs;203;MBs;30,45
1203;27739493210;2025/07/18 03:31;33;5;30;seconds;30;seconds;1,2
1204;27763735255;2025/07/14 15:29;13;1;192;MBs;192;MBs;19,2
1205;27755830723;2025/07/14 08:01;11;3;147;seconds;3;minutes;3,72
1206;27707578628;2025/07/18 07:19;19;1;147;MBs;147;MBs;23,52
1207;27787356407;2025/07/17 05:22;18;5;297;seconds;297;seconds;8,91
1208;27787961134;2025/07/19 23:37;33;8;249;seconds;249;seconds;32,37
1209;27706833765;2025/07/17 13:46;27;5;102;seconds;102;seconds;4,08
1210;27786740905;2025/07/16 22:28;35;5;176;seconds;176;seconds;5,28
1211;27704552601;2025/07/16 03:26;11;8;9;seconds;9;seconds;1,08
1212;27780470523;2025/07/18 07:14;19;1;144;MBs;144;MBs;15,84
1213;27758773144;2025/07/19 00:23;19;4;229;seconds;4;minutes;3,04
1214;27722747624;2025/07/16 11:16;10;5;257;seconds;257;seconds;12,85
1215;27754088048;2025/07/15 12:29;8;5;162;seconds;162;seconds;4,86
1216;27734762586;2025/07/19 05:45;19;1;249;MBs;249;MBs;27,39
1217;27710091970;2025/07/15 04:35;28;1;221;MBs;221;MBs;19,89
1218;27718983643;2025/07/19 17:11;11;8;112;seconds;112;seconds;13,44
1219;27764364545;2025/07/19 09:05;35;5;246;seconds;246;seconds;9,84
1220;27766591547;2025/07/19 19:34;19;1;139;MBs;139;MBs;19,46
1221;27764031374;2025/07/18 16:07;10;6;166;SMSs;166;SMSs;114,54
1222;27732301840;2025/07/18 04:35;7;8;157;seconds;157;seconds;18,84
1223;27744036820;2025/07/17 07:03;28;5;173;seconds;173;seconds;10,38
1224;27741042905;2025/07/19 14:35;33;5;53;seconds;53;seconds;3,18
1225;27732960859;2025/07/17 02:28;30;1;13;MBs;13;MBs;1,82
1226;27791923440;2025/07/16 14:32;9;1;19;MBs;19;MBs;1,9
1227;27776745900;2025/07/18 17:56;19;5;11;seconds;11;seconds;0,33
1228;27798562157;2025/07/18 04:29;12;5;92;seconds;92;seconds;5,52
1229;27707033903;2025/07/18 08:36;10;5;164;seconds;164;seconds;6,56
1230;27715983327;2025/07/14 08:32;14;5;160;seconds;160;seconds;6,4
1231;27703320064;2025/07/18 17:41;3;1;195;MBs;195;MBs;31,2
1232;27745858892;2025/07/18 21:55;10;1;275;MBs;275;MBs;35,75
1233;27703402404;2025/07/15 13:46;11;8;82;seconds;82;seconds;14,76
1234;27736548736;2025/07/17 11:33;14;5;123;seconds;123;seconds;6,15
1235;27736685370;2025/07/18 06:10;33;8;197;seconds;197;seconds;21,67
1236;27713677185;2025/07/19 10:33;30;1;79;MBs;79;MBs;11,06
1237;27732577687;2025/07/17 21:47;27;1;69;MBs;69;MBs;12,42
1238;27771920365;2025/07/16 04:18;1;8;298;seconds;298;seconds;35,76
1239;27757073185;2025/07/16 23:17;12;4;271;seconds;5;minutes;3,3
1240;27771477596;2025/07/18 07:44;7;1;245;MBs;245;MBs;24,5
1241;27797558478;2025/07/16 13:57;12;5;222;seconds;222;seconds;8,88
1242;27743282991;2025/07/14 00:14;11;2;17;MBs;17;MBs;6,12
1243;27706347171;2025/07/15 22:23;10;1;138;MBs;138;MBs;24,84
1244;27732045020;2025/07/16 21:30;7;2;130;MBs;130;MBs;31,2
1245;27740678513;2025/07/17 05:26;11;5;51;seconds;51;seconds;2,55
1246;27768158896;2025/07/16 08:23;32;8;269;seconds;269;seconds;34,97
1247;27767632849;2025/07/19 14:48;10;1;99;MBs;99;MBs;13,86
1248;27771920365;2025/07/15 02:36;8;3;241;seconds;5;minutes;5,85
1249;27704552601;2025/07/19 16:02;11;1;16;MBs;16;MBs;1,76
1250;27734512854;2025/07/15 10:30;1;8;32;seconds;32;seconds;5,44
1251;27765030894;2025/07/17 05:09;10;1;140;MBs;140;MBs;16,8
1252;27748057905;2025/07/14 02:54;18;8;104;seconds;104;seconds;14,56
1253;27749895634;2025/07/18 23:34;11;5;198;seconds;198;seconds;7,92
1254;27743417384;2025/07/16 19:12;22;5;72;seconds;72;seconds;2,88
1255;27790900159;2025/07/14 04:06;35;1;236;MBs;236;MBs;25,96
1256;27759967153;2025/07/17 14:39;10;2;8;MBs;8;MBs;1,84
1257;27775640687;2025/07/17 22:35;3;8;218;seconds;218;seconds;28,34
1258;27779961344;2025/07/18 19:21;12;1;195;MBs;195;MBs;37,05
1259;27729817935;2025/07/16 15:32;35;1;241;MBs;241;MBs;33,74
1260;27709050860;2025/07/19 23:38;3;5;103;seconds;103;seconds;5,15
1261;27756114668;2025/07/15 14:07;1;4;111;seconds;2;minutes;1,1
1262;27797558478;2025/07/19 13:23;11;5;167;seconds;167;seconds;8,35
1263;27739590700;2025/07/14 19:05;10;8;107;seconds;107;seconds;20,33
1264;27726176224;2025/07/17 11:38;33;8;279;seconds;279;seconds;53,01
1265;27739590700;2025/07/16 22:56;8;9;111;SMSs;111;SMSs;68,82
1266;27790781178;2025/07/17 21:20;19;1;114;MBs;114;MBs;12,54
1267;27719118275;2025/07/14 02:47;10;5;221;seconds;221;seconds;6,63
1268;27759434978;2025/07/15 00:26;26;4;56;seconds;1;minutes;0,87
1269;27706327368;2025/07/17 19:09;14;8;217;seconds;217;seconds;39,06
1270;27739579306;2025/07/17 23:26;16;5;201;seconds;201;seconds;10,05
1271;27744036820;2025/07/14 04:25;34;8;243;seconds;243;seconds;31,59
1272;27714005115;2025/07/14 10:47;19;1;199;MBs;199;MBs;21,89
1273;27754088048;2025/07/16 05:46;26;5;235;seconds;235;seconds;9,4
1274;27706347171;2025/07/17 10:54;12;1;35;MBs;35;MBs;6,65
1275;27780470523;2025/07/16 02:38;21;2;22;MBs;22;MBs;8,14
1276;27714247268;2025/07/17 09:32;34;8;34;seconds;34;seconds;4,08
1277;27753445274;2025/07/15 07:36;10;5;42;seconds;42;seconds;2,52
1278;27711810165;2025/07/14 15:29;11;5;61;seconds;61;seconds;1,83
1279;27712488797;2025/07/14 10:44;8;5;250;seconds;250;seconds;5
1280;27790732780;2025/07/19 17:55;14;2;128;MBs;128;MBs;39,68
1281;27711572067;2025/07/17 02:35;23;6;165;SMSs;165;SMSs;105,6
1282;27780348072;2025/07/19 17:40;33;5;45;seconds;45;seconds;2,25
1283;27786674547;2025/07/17 23:08;10;7;107;seconds;2;minutes;2,36
1284;27706347171;2025/07/15 03:31;30;5;279;seconds;279;seconds;13,95
1285;27790892604;2025/07/15 05:47;4;1;196;MBs;196;MBs;31,36
1286;27766307074;2025/07/14 05:47;35;1;14;MBs;14;MBs;2,24
1287;27764351821;2025/07/14 06:04;7;8;79;seconds;79;seconds;14,22
1288;27719015850;2025/07/18 03:34;29;1;70;MBs;70;MBs;7
1289;27764351821;2025/07/14 13:58;6;1;290;MBs;290;MBs;46,4
1290;27735555294;2025/07/15 19:36;10;5;295;seconds;295;seconds;11,8
1291;27734512854;2025/07/18 07:34;1;5;171;seconds;171;seconds;6,84
1292;27768741126;2025/07/18 16:35;17;1;16;MBs;16;MBs;2,72
1293;27728019757;2025/07/16 03:13;10;5;99;seconds;99;seconds;4,95
1294;27771583203;2025/07/15 20:16;35;5;82;seconds;82;seconds;2,46
1295;27719396045;2025/07/17 12:05;11;1;33;MBs;33;MBs;4,62
1296;27790681902;2025/07/16 20:22;11;5;235;seconds;235;seconds;9,4
1297;27734401930;2025/07/18 00:22;16;1;248;MBs;248;MBs;34,72
1298;27708162164;2025/07/17 01:41;2;1;69;MBs;69;MBs;10,35
1299;27771920365;2025/07/15 17:45;1;1;42;MBs;42;MBs;5,46
1300;27716126226;2025/07/16 12:10;24;5;122;seconds;122;seconds;6,1
1301;27771192228;2025/07/19 21:25;33;1;136;MBs;136;MBs;24,48
1302;27790681902;2025/07/17 20:40;11;1;143;MBs;143;MBs;24,31
1303;27789209708;2025/07/14 13:30;11;6;172;SMSs;172;SMSs;87,72
1304;27775640687;2025/07/15 21:38;2;5;112;seconds;112;seconds;2,24
1305;27776874455;2025/07/14 11:20;14;5;75;seconds;75;seconds;1,5
1306;27749951541;2025/07/15 12:19;11;8;109;seconds;109;seconds;17,44
1307;27705989494;2025/07/17 08:44;14;6;74;SMSs;74;SMSs;50,32
1308;27776745900;2025/07/18 11:02;21;5;164;seconds;164;seconds;6,56
1309;27719396045;2025/07/19 00:32;8;2;215;MBs;215;MBs;75,25
1310;27733128243;2025/07/16 11:14;9;1;45;MBs;45;MBs;6,75
1311;27758744686;2025/07/18 17:13;33;5;132;seconds;132;seconds;5,28
1312;27778724103;2025/07/18 16:35;29;8;288;seconds;288;seconds;34,56
1313;27739493210;2025/07/15 19:32;33;1;215;MBs;215;MBs;32,25
1314;27758773144;2025/07/19 14:51;19;8;235;seconds;235;seconds;44,65
1315;27767240786;2025/07/15 12:46;31;5;83;seconds;83;seconds;2,49
1316;27775025294;2025/07/18 08:19;19;5;75;seconds;75;seconds;3,75
1317;27775593486;2025/07/19 16:28;17;1;48;MBs;48;MBs;7,2
1318;27749895634;2025/07/16 08:53;11;4;30;seconds;1;minutes;0,72
1319;27753445274;2025/07/16 19:13;8;5;90;seconds;90;seconds;3,6
1320;27763735255;2025/07/15 16:01;11;5;148;seconds;148;seconds;7,4
1321;27719396045;2025/07/16 23:40;14;5;165;seconds;165;seconds;3,3
1322;27790022877;2025/07/18 23:16;17;9;88;SMSs;88;SMSs;64,24
1323;27702088773;2025/07/19 10:55;18;5;163;seconds;163;seconds;8,15
1324;27776745900;2025/07/17 10:45;19;8;272;seconds;272;seconds;27,2
1325;27766354480;2025/07/16 06:15;12;6;55;SMSs;55;SMSs;35,75
1326;27799698904;2025/07/15 10:22;14;8;261;seconds;261;seconds;28,71
1327;27777782468;2025/07/15 19:13;29;7;27;seconds;1;minutes;0,8
1328;27732045020;2025/07/19 05:38;7;1;16;MBs;16;MBs;2,72
1329;27709188166;2025/07/15 22:08;1;3;72;seconds;2;minutes;1,8
1330;27709188166;2025/07/17 05:03;1;8;153;seconds;153;seconds;16,83
1331;27720029924;2025/07/15 12:25;33;5;108;seconds;108;seconds;4,32
1332;27757311186;2025/07/16 14:16;33;8;156;seconds;156;seconds;26,52
1333;27781238778;2025/07/17 15:45;6;5;274;seconds;274;seconds;16,44
1334;27735515302;2025/07/16 12:27;30;5;177;seconds;177;seconds;10,62
1335;27726606265;2025/07/18 10:21;28;1;267;MBs;267;MBs;32,04
