CellPhoneNumber;FirstName;LastName;DateOfBirth;Nationality;SIMActivationDate;Location;SourceSystemName;TotalRevenue;QualifyingRevenue;VoiceRevenue;SMSRevenue;DataRevenue;TotalCallCount;TotalSMSCount
27758744686;Teresa;Walsh;;South African;2025/04/29;Cape Town;ArrowMobile;232,99;38,7;17,31;21,39;194,29;5;1
27758744842;Siphesihle;Mjwara;1988/04/25;South African;2024/08/22;Cape Town;VMobile;110,22;31,68;31,68;0;78,54;4;0
27758773144;Sihawukele;Vundla;1948/02/24;South African;2023/09/09;Durban;BlueMobile;135,94;131,65;118,13;13,52;4,29;9;1
27758901102;Mthokozisi;Mthethwa;;South African;2024/01/10;Johannesburg;ArrowMobile;505,29;410,45;246,57;163,88;94,84;18;1
27759277187;Sihawukele;Makhanya;2005/10/23;South African;2024/01/05;Ekurhuleni;VMobile;249,53;156,68;125;31,68;92,85;13;1
27759434978;Marc;Edwards;1966/09/29;South African;2024/09/10;Pretoria;BlueMobile;143,92;78,43;78,43;0;65,49;8;0
27759568476;Kendra;Galloway;1997/10/18;South African;2024/06/30;Vereeniging;VMobile;56,78;35,98;35,98;0;20,8;5;0
27759967153;Nonjabulo;Mzileni;1996/05/08;South African;2025/06/08;Ekurhuleni;BlueMobile;255,32;125,47;125,47;0;129,85;8;0
27760632550;Thabisa;Mgcaleka;;South African;2025/03/28;Durban;ArrowMobile;174,38;94,37;94,37;0;80,01;7;0
27760905385;Nathan;Harris;1950/05/10;South African;2025/03/13;Durban;VMobile;297,15;213,63;99,39;114,24;83,52;10;1
27761164231;Louis;Morris;1976/04/08;South African;2024/08/13;Pretoria;BlueMobile;124,39;73,12;73,12;0;51,27;8;0
27761389488;Londisizwe;Ndaba;;South African;2024/07/21;Cape Town;ArrowMobile;226,54;70,01;70,01;0;156,53;8;0
27761465695;Gugulethu;Mahlase;1960/08/21;South African;2024/10/06;Cape Town;VMobile;226,85;166,71;166,71;0;60,14;13;0
27761477359;Linda;Wolfe;1962/09/29;South African;2024/08/16;Johannesburg;BlueMobile;184,37;64,89;64,89;0;119,48;6;0
27761598472;Thabisile;Mdaka;;South African;2023/10/05;Cape Town;ArrowMobile;336,03;275,69;31,13;244,56;60,34;9;3
27761704638;Monica;Evans;1983/01/27;South African;2024/02/03;Cape Town;VMobile;150,45;70,75;70,75;0;79,7;10;0
27761935085;Andile;Nowanqa;1959/02/12;South African;2023/11/19;Johannesburg;BlueMobile;354,66;215,93;63,61;152,32;138,73;10;1
27763355406;Heather;Thompson;1989/03/17;South African;2024/01/15;Port Elizabeth;VMobile;446,71;192,52;78,52;114;254,19;9;1
27763379489;Khanyisile;Mpumuza;1954/10/05;South African;2024/08/08;Pretoria;BlueMobile;185,45;61,9;61,9;0;123,55;6;0
27763735255;Joshua;Lewis;;South African;2024/01/24;Johannesburg;ArrowMobile;157,73;47,02;47,02;0;110,71;5;0
27764031374;Lungile;Siyaya;1953/11/20;South African;2025/06/07;Ekurhuleni;VMobile;407,36;203,7;22,8;180,9;203,66;6;2
27764351821;Zenzile;Mgwaba;1964/05/17;South African;2023/11/26;Welkom;BlueMobile;285,3;99,57;99,57;0;185,73;10;0
27764364545;Busisiwe;Mzulwini;;South African;2024/02/07;Cape Town;ArrowMobile;188,33;100,69;100,69;0;87,64;9;0
27765030894;Jill;Miah;1981/01/16;South African;2025/06/05;Ekurhuleni;VMobile;286,93;163,62;163,62;0;123,31;12;0
27765054595;Nobuhle;Mbembe;1964/10/12;South African;2023/12/22;Ekurhuleni;BlueMobile;147,79;64,5;33,76;30,74;83,29;7;1
27765569160;Mnqw;Dlamane;1994/08/03;South African;2025/03/08;East Rand;BlueMobile;165,08;94,86;72,14;22,72;70,22;4;1
27766307074;Kayleigh;Burns;1983/01/27;South African;2023/07/23;Cape Town;BlueMobile;382,24;239,11;136,51;102,6;143,13;10;3
27766354480;Alexander;Le;;South African;2025/04/13;Krugersdorp;ArrowMobile;233,93;78,5;42,75;35,75;155,43;7;1
27766591547;Thembisile;Lukhele;1943/09/19;South African;2023/09/18;Durban;VMobile;305,03;150,24;150,24;0;154,79;8;0
27767240786;Rhys;Davies;1987/05/08;South African;2025/05/04;Cape Town;BlueMobile;155,85;51,54;51,54;0;104,31;7;0
27767399287;Dunw;Humphries;1965/05/31;South African;2024/06/16;Vereeniging;BlueMobile;273,27;178,08;45,78;132,3;95,19;5;1
27767578966;Mthokozisi;Myeni;1952/08/17;South African;2024/01/15;Johannesburg;BlueMobile;110,37;109,71;109,71;0;0,66;11;0
27767632849;Erica;Mcclain;;South African;2024/09/09;Ekurhuleni;ArrowMobile;262,5;202,08;195,32;6,76;60,42;13;1
27767639036;Thalente;Galu;1993/01/23;South African;2024/12/08;Johannesburg;VMobile;92,31;41,26;41,26;0;51,05;5;0
27767768686;Thembile;Nkundlande;1973/12/26;South African;2024/02/08;Benoni;BlueMobile;329,28;123,7;21,4;102,3;205,58;6;1
27767843485;Mohammad;Smith;;South African;2025/02/28;Klerksdorp;ArrowMobile;173,1;80,81;80,81;0;92,29;8;0
27767973262;Nonjabulo;Nhlanhlampofu;1968/05/17;South African;2024/05/31;Ekurhuleni;VMobile;267,89;148,82;148,82;0;119,07;13;0
27768138021;Jeffrey;Nguyen;1991/11/16;South African;2024/01/09;Johannesburg;BlueMobile;170,69;58,07;58,07;0;112,62;11;0
27768158896;Thembisile;Shelembe;1947/08/03;South African;2023/07/22;Cape Town;BlueMobile;396,47;301,45;125,39;176,06;95,02;9;2
27768741126;Jeffery;Wagner;1941/05/25;South African;2024/04/28;Johannesburg;BlueMobile;107,21;78,05;78,05;0;29,16;8;0
27769031933;Bhekokwakhe;Mbatha;;South African;2025/06/06;Johannesburg;ArrowMobile;221,77;174,32;100,22;74,1;47,45;8;1
27769640012;Kirsty;May;1945/06/02;South African;2024/12/16;Port Elizabeth;VMobile;254,69;164,48;164,48;0;90,21;11;0
27769652162;Linda;Morales;;South African;2024/10/29;Cape Town;ArrowMobile;172,7;96,91;96,91;0;75,79;5;0
27770570082;Nomusa;Hlomuka;2004/02/29;South African;2023/09/10;Ekurhuleni;VMobile;306,88;202,89;60,79;142,1;103,99;9;1
27770945460;Thando;Ndlela;;South African;2024/07/27;Durban;ArrowMobile;213,56;113,34;33,43;79,91;100,22;7;1
27770950073;Georgia;Price;1956/06/17;South African;2025/03/06;Johannesburg;VMobile;188,19;77,95;77,95;0;110,24;10;0
27770953276;Lwandile;Mhlanga;1989/08/28;South African;2023/07/20;West Rand;BlueMobile;288,44;100,9;100,9;0;187,54;13;0
27771177580;Danielle;Rodriguez;;South African;2024/09/07;Cape Town;ArrowMobile;176,07;64,56;41,25;23,31;111,51;5;1
27771192228;Mario;Smith;2002/10/25;South African;2025/01/09;Cape Town;VMobile;210,19;143,93;66,98;76,95;66,26;7;1
27771440865;Ndumiso;Ngidi;1950/03/04;South African;2023/07/24;Vereeniging;BlueMobile;231,52;132,77;57,06;75,71;98,75;4;1
27771477596;Kathryn;Ryan;;South African;2024/06/21;West Rand;ArrowMobile;362,93;247,87;59,71;188,16;115,06;8;1
27771583203;Musa;Sondisa;1999/05/22;South African;2023/10/29;Cape Town;VMobile;61,22;41,44;18,49;22,95;19,78;5;1
27771918275;Nomthandazo;Ngema;1942/08/04;South African;2025/04/16;Durban;BlueMobile;237,18;115,22;95,62;19,6;121,96;9;1
27771920365;Shawn;Flowers;;South African;2024/12/27;East London;ArrowMobile;230,89;109,14;109,14;0;121,75;15;0
27772909252;Amahle;Cwalile;1947/10/01;South African;2024/09/11;Johannesburg;VMobile;116,88;116,88;9,93;106,95;0;4;1
27774160565;Linda;Shaw;1996/03/09;South African;2024/10/07;Johannesburg;BlueMobile;147,44;108,73;108,73;0;38,71;9;0
27774163254;Mcebisi;Khosini;;South African;2025/02/15;Cape Town;ArrowMobile;106,98;60,52;44,02;16,5;46,46;5;1
27774230241;Njabulo;Sikobi;1946/07/26;South African;2024/11/09;Vereeniging;VMobile;267,24;124,33;124,33;0;142,91;10;0
27775025294;Brandon;Jones;1947/03/16;South African;2023/11/24;Durban;BlueMobile;415,48;142,58;54,67;87,91;272,9;8;1
27775270396;SimphiweyiNkosi;Dlambula;;South African;2023/07/26;Pretoria;ArrowMobile;339,42;183,99;69,39;114,6;155,43;4;1
27775448067;Silondile;Guliwe;1990/06/29;South African;2024/04/01;Cape Town;VMobile;346,9;218,94;77,97;140,97;127,96;8;4
27775593486;Bhekisisa;Khubisa;1994/07/17;South African;2024/08/09;Vereeniging;BlueMobile;207,83;139,02;139,02;0;68,81;12;0
27775640687;Thando;Mavundla;;South African;2024/05/05;Port Elizabeth;ArrowMobile;291,38;230,62;131,08;99,54;60,76;15;1
27775957924;Amanda;Martinez;1984/06/27;South African;2023/10/27;Ekurhuleni;VMobile;252,37;121,15;121,15;0;131,22;10;0
27776010419;Sheila;Mitchell;1986/07/15;South African;2024/07/21;Johannesburg;BlueMobile;549,93;406,18;68,92;337,26;143,75;10;2
27776328452;Zenzile;Phuthini;;South African;2024/04/29;Uitenhage;ArrowMobile;241,19;196,24;106,48;89,76;44,95;5;1
27776715116;Siyabonga;Hlatshwayo;1980/01/31;South African;2024/01/01;East London;VMobile;300,3;159,71;159,71;0;140,59;12;0
27776745900;Nomvula;Mbhodwe;1987/08/12;South African;2024/11/15;Durban;BlueMobile;414,89;283,18;151,74;131,44;131,71;10;1
27776874455;Bandile;Nkwanyana;;South African;2024/04/29;Pretoria;ArrowMobile;282,42;126,14;49,98;76,16;156,28;10;1
27777008770;Ashley;Bond;1945/10/11;South African;2025/05/27;Ekurhuleni;VMobile;431,59;156,06;81,84;74,22;275,53;9;2
27777782468;Mathew;Scott;1983/02/22;South African;2024/09/11;Benoni;BlueMobile;189,99;96,82;52,66;44,16;93,17;12;1
27777937454;Wanda;Santos;;South African;2024/09/18;Durban;ArrowMobile;184,88;45,17;45,17;0;139,71;3;0
27778478997;Marcus;Morris;1968/09/29;South African;2024/10/01;Ekurhuleni;VMobile;457,99;279,57;52,4;227,17;178,42;9;2
27778724103;Anthony;Taylor;1949/12/28;South African;2024/09/10;Johannesburg;BlueMobile;224,51;56,38;56,38;0;168,13;8;0
27779152086;Kart;Carter;1976/04/18;South African;2025/01/13;Johannesburg;BlueMobile;259,89;152,71;152,71;0;107,18;15;0
27779234888;Zenzile;Sijadu;1994/10/06;South African;2024/08/07;Durban;BlueMobile;149,55;55,86;55,86;0;93,69;6;0
27779545098;Bhekokwakhe;Mafobo;;South African;2024/04/16;Cape Town;ArrowMobile;261,68;170,75;102,92;67,83;90,93;5;1
27779961344;Langalibalele;Nyambose;1966/11/22;South African;2024/05/31;Krugersdorp;VMobile;366,9;219,08;40,52;178,56;147,82;8;1
27780056550;Nqobizitha;Khuzwayo;1991/01/09;South African;2024/03/11;Ekurhuleni;BlueMobile;306,04;147,05;82,41;64,64;158,99;8;1
27780348072;Amahle;Mbhobho;;South African;2024/01/15;Cape Town;ArrowMobile;422,45;314,39;138,95;175,44;108,06;8;1
27780470523;Dean;Stevens;1991/07/19;South African;2023/08/16;Durban;VMobile;657,88;429,76;87,86;341,9;228,12;9;4
27781102199;Thandeka;Mzila;1951/03/28;South African;2025/01/13;Johannesburg;BlueMobile;297,92;211,01;83,71;127,3;86,91;5;1
27781238778;Zenzile;Phuthini;;South African;2023/10/20;Bloemfontein;ArrowMobile;265,49;156,07;148,63;7,44;109,42;9;1
27781311807;Vincent;Read;1962/09/28;South African;2025/03/12;Johannesburg;VMobile;281,42;164,3;164,3;0;117,12;13;0
27782499920;Zibuyile;Mathula;1962/02/15;South African;2024/01/18;Ekurhuleni;BlueMobile;117,36;41,44;41,44;0;75,92;3;0
27782561720;Todd;Jones;1991/05/08;South African;2024/05/01;Cape Town;VMobile;212,71;126,18;126,18;0;86,53;14;0
27782686315;Thando;Mahlalela;1957/08/21;South African;2024/07/20;Polokwane;BlueMobile;167,22;57,45;57,45;0;109,77;10;0
27782940238;Nobantu;Mlondo;;South African;2025/03/26;Boksburg;ArrowMobile;276,28;142,62;142,62;0;133,66;12;0
27783253285;Jacqueline;Sutton;1944/06/13;South African;2023/07/25;Pretoria;VMobile;359,73;224,95;80;144,95;134,78;11;1
27783581201;John;Taylor;1946/07/26;South African;2024/12/19;Durban;BlueMobile;102,03;92,44;92,44;0;9,59;10;0
27784301965;Andile;Thumbela;;South African;2023/10/27;Soshanguve;ArrowMobile;461,38;297,14;81,98;215,16;164,24;7;3
27785690836;Bhekokwakhe;Mcwaye;1979/02/06;South African;2024/05/28;Ekurhuleni;VMobile;51,44;30,75;30,75;0;20,69;7;0
27786671547;Khanyisile;Mthethwa;;South African;2023/12/27;Cape Town;ArrowMobile;336,25;231,4;96,31;135,09;104,85;6;1
27786674547;Mlungisi;Sokhela;1997/04/06;South African;2025/03/10;Ekurhuleni;VMobile;471,45;381,28;122,8;258,48;90,17;8;3
27786740905;Ricky;Price;1996/05/08;South African;2024/11/14;Paarl;BlueMobile;269,63;184,58;78,38;106,2;85,05;13;1
27787356407;Kathleen;Romero;;South African;2024/07/18;West Rand;ArrowMobile;150,56;65,06;65,06;0;85,5;8;0
27787961134;Londisizwe;Gcwabe;1980/11/04;South African;2024/03/04;Cape Town;VMobile;335,89;231,61;162,93;68,68;104,28;13;1
27788255410;Londisizwe;Gotsholo;1943/01/02;South African;2024/06/15;Polokwane;BlueMobile;316,14;206,93;79,09;127,84;109,21;9;1
27788451269;Amahle;Ndima;1966/07/11;South African;2024/04/17;Ekurhuleni;VMobile;343,99;240,07;206,07;34;103,92;13;1
27788798367;Langalibalele;Khomo;1954/09/23;South African;2023/09/21;Cape Town;BlueMobile;85,03;55,85;55,85;0;29,18;8;0
27789209708;Dant;Burton;1993/06/29;South African;2024/02/05;Egoli;BlueMobile;335,73;213,32;125,6;87,72;122,41;9;1
27789600650;Sihawukele;Sothole;1957/09/30;South African;2024/10/27;Ekurhuleni;BlueMobile;148,31;71,48;71,48;0;76,83;12;0
27789793342;Amy;Robinson;;South African;2023/10/25;Pietermaritzburg;ArrowMobile;315,24;84,35;84,35;0;230,89;9;0
27789810620;Thabisile;Cebekhulu;1964/03/23;South African;2024/04/11;Ekurhuleni;VMobile;380,23;186,27;186,27;0;193,96;11;0
27790022877;Zibuyile;Ndlandla;;South African;2024/06/07;Vereeniging;ArrowMobile;568,3;371,16;86,82;284,34;197,14;6;3
27790250774;S'fiso;Ndawonde;1949/02/03;South African;2025/06/08;East London;VMobile;501,82;353,54;161,54;192;148,28;11;1
27790328958;Lungile;Ntanzi;1964/05/28;South African;2023/10/11;Johannesburg;BlueMobile;302,19;148,51;40,99;107,52;153,68;8;1
27790681902;Nhlanhla;Nhlane;;South African;2024/10/28;Johannesburg;ArrowMobile;347,29;300,84;197,49;103,35;46,45;13;1
27790732780;Matthew;Davis;1946/03/04;South African;2024/06/26;Pretoria;VMobile;272,44;153,78;153,78;0;118,66;14;0
27790781178;Mary;Anderson;1965/10/10;South African;2023/09/19;Durban;BlueMobile;112,87;52,04;52,04;0;60,83;7;0
27790892604;Dumisile;Mazwi;;South African;2025/04/23;Bloemfontein;ArrowMobile;457,49;290,82;118,32;172,5;166,67;9;1
27790900159;Julie;Marsden;1963/10/08;South African;2024/08/01;Cape Town;VMobile;505,26;208,66;208,66;0;296,6;14;0
27791549028;Sphiwe;Mathula;1970/02/13;South African;2024/03/07;Johannesburg;BlueMobile;176,62;105,95;105,95;0;70,67;7;0
27791653270;Vusumuzi;Bhovungana;;South African;2025/01/25;Polokwane;ArrowMobile;120,49;61,49;61,49;0;59;4;0
27792106918;Ryan;Holland;1954/06/21;South African;2024/03/15;Cape Town;BlueMobile;137,8;89,35;89,35;0;48,45;12;0
27792273093;Mthokozisi;Kubheka;;South African;2025/02/04;Soshanguve;ArrowMobile;285,58;158,64;40,2;118,44;126,94;10;1
27792348065;Lucy;Wright;1994/09/03;South African;2024/09/29;Johannesburg;VMobile;228,22;102,04;102,04;0;126,18;11;0
27792624290;Nomthandazo;Dlungwana;1941/08/14;South African;2024/09/22;Botshabelo;BlueMobile;159,66;34,56;34,56;0;125,1;5;0
27792936129;Nhlanhla;Shandu;;South African;2025/04/06;Newcastle;ArrowMobile;121,62;83,02;83,02;0;38,6;8;0
27793605906;Zibuyile;Sithuli;2000/04/21;South African;2024/11/07;Durban;VMobile;100,85;33,07;33,07;0;67,78;8;0
27795199855;Thabisile;Khuzwayo;;South African;2025/01/07;Durban;ArrowMobile;198,85;101,4;93,81;7,59;97,45;6;1
27795246915;Nozizwe;Lange;1954/02/19;South African;2025/03/31;Pretoria;VMobile;188,87;117,17;117,17;0;71,7;13;0
27795728959;Stacey;Miller;1948/04/30;South African;2023/11/09;Johannesburg;BlueMobile;259,49;124,72;124,72;0;134,77;11;0
27795825108;Jennifer;Lewis;1973/07/25;South African;2024/08/05;Cape Town;VMobile;147,48;119,32;119,32;0;28,16;11;0
27795885602;Bhekisisa;Mphephethwa;1943/12/13;South African;2023/09/09;Kimberley;BlueMobile;226,56;71,4;71,4;0;155,16;11;0
27796004479;SimphiweyiNkosi;Mahlinza;;South African;2024/10/28;Nelspruit;ArrowMobile;341,5;175,23;97,13;78,1;166,27;11;1
27796205527;SimphiweyiNkosi;Msani;1978/04/27;South African;2024/02/12;Johannesburg;VMobile;228,4;119,96;119,96;0;108,44;8;0
27796509072;Phillip;Johnston;1978/03/10;South African;2025/02/09;Bloemfontein;BlueMobile;239,7;135,68;68,18;67,5;104,02;6;1
27796664125;Thandazile;Fakude;;South African;2024/06/26;Johannesburg;ArrowMobile;284,2;196,29;9,81;186,48;87,91;4;1
27796967165;Nomagugu;Ayize;2006/08/22;South African;2024/01/30;Botshabelo;BlueMobile;275,63;116,47;116,47;0;159,16;11;0
27797256727;Bhekokwakhe;Dwala;;South African;2024/09/21;Durban;ArrowMobile;213,98;67;67;0;146,98;11;0
27797558478;Randall;Rocha;1970/10/25;South African;2023/09/04;Johannesburg;VMobile;193,63;77,34;77,34;0;116,29;9;0
27798062959;Mandla;Yei;1965/07/24;South African;2023/10/08;Witbank;BlueMobile;278,34;148,99;65,35;83,64;129,35;4;1
27798290960;Veronica;Bowman;1977/06/29;South African;2024/07/27;Egoli;BlueMobile;267,12;131,9;64,23;67,67;135,22;11;1
27798418621;Simphiwe;Mbhense;1957/08/18;South African;2025/01/23;Johannesburg;BlueMobile;153,99;101,27;101,27;0;52,72;7;0
27798562157;Jeffrey;Morgan;;South African;2024/07/24;Krugersdorp;ArrowMobile;121,48;107,36;107,36;0;14,12;9;0
27798844055;Mthokozisi;Sishiya;1977/03/28;South African;2024/10/26;Ekurhuleni;VMobile;182,53;32,68;32,68;0;149,85;4;0
27799314934;Gerald;Bailey;;South African;2023/11/15;Soshanguve;ArrowMobile;135,4;109,46;109,46;0;25,94;11;0
27799698904;Jeffrey;Bright;1974/04/07;South African;2023/10/26;Pretoria;VMobile;167,41;71,59;71,59;0;95,82;10;0
27799933613;Sithembiso;Mvubu;;South African;2024/09/29;Benoni;ArrowMobile;300,49;270,23;60,35;209,88;30,26;11;2
